1,1,true,안녕? 우리는 민들레씨야. 숲 밖으로 날아가보고 싶은데 너무 무서워서 용기가 안나...
2,1,true,하루에 30분씩 창문을 영어 두고 날아갈 연습을 하면 나아질 수 있을 것 같아.
3,1,true,우리가 용기를 낼 수 있게 (/)토리가 도와주겠니?
4,1,false,(%S)토리야 고마워!
5,1,false,아직은 날아갈 용기가 부족하지만
6,1,false,네 덕분에 우리가 시원한 바깥바람을 느껴볼 수 있었어.
7,2,false,%S 토리야 오늘은 창문 밖으로 날아가는 새를 봤어.
8,2,false,우리도 그렇게 날아볼 수 있겠지?
9,2,false,네가 응원해준 덕에 힘이 나는 것 같아.
10,3,false,%S 토리야! 그거 알아?
11,3,false,우리 중에 씨앗 하나가 오늘 비행에 성공했어!
12,3,false,바람을 타고 날아오르는 모습이 정말 멋진 거 있지?
13,3,false,%S 토리 덕분이라구, 꼭 전해달라고 하더라 :)
14,4,false,안녕, %S토리?
15,4,false,우리도 이제 용기가 생겼어.
16,4,false,저 높은 하늘로 훨훨 날아가볼게, 정말 고마워!
17,4,false,그런데 있잖아... 씨앗 하나가 아직 무서워서 같이 못가겠대.
18,4,false,이 친구 곁에 %S 토리가 함께 해줄래?
19,5,false,%S 토리야 오늘도 나를 위해 창문을 열어줬구나?
20,5,false,사실 나만 남아서 조금 주눅이 들었어...
21,5,false,그치만 네가 꼭 날아가지 않아도 괜찮다고 말해줘서 위로가 됐어.
22,5,false,고마워 %S 토리.
23,6,false,%S토리야 오늘 하루에 뜬 민들레 모양 구름 봤어?
24,6,false,친구들이 너처럼 나를 응원해주는 걸까?
25,6,false,나 왠지... 내일이면 날아갈 용기가 생길 것 같아.
26,6,false,다 %S 토리 덕분이야!
27,7,false,%S 토리야 나는 이제 바람을 타고 날아가보려고 해.
28,7,false,네 따뜻한 마음이 나에게 큰 도움이 되었어.
29,7,false,너무 멀리 가지 않을 테니까 걱정 마 :)
30,7,false,아침에 일어나서 창문을 열어두면 내가 꼭 다시 돌아올게.
31,7,false,정원에서 만나!
32,8,true,안녕 %S토리야? 난 꿈을 찾고 싶어서 저 멀리 사막에서 여기까지 왔어.
33,8,true,그런데 말이야. 막상 도착했는데도 내가 뭘 좋아하는지 조차 잘 모르겠는 거 있지?
34,8,true,나와 함께 꿈을 찾아주지 않을래?
35,8,false,%S토리야 너가 좋아하는 것은 뭐야? 나는 빗소리를 좋아하는 것 같아.
36,8,false,사람들은 비가 내리는 날은 쓸쓸해서 싫다고 하지만
37,8,false,나에게 빗소리는 언제 멈출 줄 모르는 멋진 음악이야.
38,9,false,룰루 ~ 어쩌면 나는 음악만큼이나 춤을 좋아하는 것 같아.
39,9,false,기분이 좋으면 이렇게 몸이 들썩거리니깐 말이야.
40,9,false,오늘은 %S토리 너를 만나서 기분이 좋아. (들썩들썩)
41,10,false,오늘도 나를 찾아와줬구나!
42,10,false,사실 오늘 우연히 너가 좋아하는 것을 찾는 모습을 보게 되었어.
43,10,false,골똘히 생각하고 움직이는 너의 모습이 정말로 눈부시게 아름다웠어!
44,11,false,%S 토리야! 나 오늘 멋진 상상을 했어.
45,11,false,무대 위에서 너와 함께 춤을 추는 상상이었어.
46,11,false,언젠가 나의 가시와 너의 손이 맞닿을 수 있는 날이 오겠지?
47,12,false,이제 곧 장마가 끝날 것 같아.
48,12,false,그렇다면 후덥지근했던 여름 날씨도 끝이 나겠지.
49,12,false,이 긴 장마가 끝나면
50,12,false,우리 지금까지 찾아온 것들을 새로운 방식으로 즐겨보지 않을래?
51,13,false,%S 토리야, 오늘 우연히 너가 좋아한다고 했던 것을 보게되었어.
52,13,false,그리고 그 순간 나의 마음이 오직 너 하나로 가득 찼어!
53,13,false,아마도 난 너를 좋아하나봐.
54,14,false,%S 토리야. 누군가를 기다린다는 것은 참 설레는 일인 것 같아.
55,14,false,특히 너를 만난 날들은 나에게 정말 큰 즐거움이었어.
56,14,false,언제든 나를 찾아와줘. 정원에서 기다리고 있을게.
57,15,true,%S토리야, 안녕!
58,15,true,여행가고 싶은 곳을 생각해 본 적 있어?
59,15,true,나는 바다라는 곳을 직접 보러 가고 싶어.
60,15,true,너와 함께 시원한 바닷바람을 맞으면 정말 상쾌할 거야!
61,15,true,만약 여행을 간다면 어디가 좋을지
62,15,true,%S 토리 너도 정해볼래?
63,15,false,%S 토리, 네가 여행가고 싶은 곳은 여기였구나! 정말 멋진 곳인 것 같아.
64,15,false,벌써 우리가 그곳으로 여행을 떠나는 날이 기다려지는걸?
65,16,true,%S 토리야
66,16,true,너는 여행에 가면 어떤 것들을 하고 싶어?
67,16,true,맛있는 음식 먹기? 사진찍기?
68,16,true,음.. 나는 다 좋아서 고르기가 어렵네 (헤헤)
69,16,true,우리 오늘은 여행에 가서 무엇을 할지 생각해보자!
70,16,false,%S 토리는 여행을 할 때
71,16,false,이런 걸 좋아하는구나? 잘 기억해둘게.
72,16,false,난 사실 오늘 너와 함께라면 무엇을 하든 행복할 것 같다는 생각을 했어.
73,17,true,와아~! 이제 우리의 여행 계획이 완성되어가고 있어.
74,17,true,뭐가 더 필요할까... 아, 맞다!
75,17,true,%S 토리가 가고 싶은
76,17,true,여행지까지 어떻게 갈 지 알아보자.
77,17,false,%S 토리야
78,17,false,네 덕분에 내가 여행을 잘 준비할 수 있었어.
79,17,false,여행 계획 세우는 일이 이렇게 즐거울 줄이야!
80,17,false,네가 함께 고민해준 덕에 이제 걱정 없이 여행을 떠날 수 있을 것 같아.
81,17,false,%S 토리가 가고 싶은 여행에도 함께 하고 싶어, 꼭 나랑 같이 가기야.
82,17,false,나중에 여행에서 재밌었던 일들도 나와 이야기하자!
83,18,true,안녕 %S토리
84,18,true,따뜻함을 나누기 좋은 겨울이야.
85,18,true,누군가의 도움을 받아본 적이 있어? 마치 내 솜처럼 따뜻하더라구.
86,18,true,나도 누군가에게 도움을 주고 싶어!
87,18,true,"1365 포털'을 통해 봉사활동을 신청할 수 있다는데 같이 해볼래?"
88,18,true,어떤 봉사활동을 하고 싶은지 찾아보고 신청까지 해보자.
89,18,false,와, 정말 멋진 봉사활동을 찾았는걸?
90,18,false,%S 토리 네가 참여한다면
91,18,false,분명 큰 도움이 될 거야.
92,18,false,나도 함께할 테니까, 봉사활동 하는 날 아침에 다시 만나자!
93,19,true,%S토리 오늘 드디어 봉사활동을 하는 날이야!
94,19,true,다른 사람들을 돕는 일에 참여한다니 어제 너무 설레서 심장이 두근거렸어.
95,19,true,우리의 따뜻한 마음과 노력들이 많이 전해졌으면 좋겠다.
96,19,true,그럼, 다녀와서 어땠는지 이야기 나눠보자
97,19,false,정말 열심히 하던걸 %S토리?
98,19,false,옆에서 지켜보면서 감탄했어.
99,19,false,상상했던 것 보다 봉사활동은 더 즐거운 일인 것 같아.
100,19,false,오늘은 열심히 일했으니 푹 쉬고 내일 보자 %S토리
101,20,true,%S 토리, 그거 알아?
102,20,true,봉사활동을 하면 인증서가 나온대.
103,20,true,어떤 봉사활동인지, 몇 시간이나 했는지 적혀있다고 하더라구.
104,20,true,나랑 같이 찾아보지 않을래? 뿌듯할 것 같아!
105,20,false,나랑 같이 봉사활동을 하면서 어땠어 %S 토리?
106,20,false,난 네 덕분에 누군가에게 도움을 주는 뜻깊은 경험을 할 수 있었어.
107,20,false,왠지 내가 한층 더 멋진 목화나무가 된 기분이 들어!
108,20,false,%S 토리가 또 봉사활동을 하게 된다면 나도 언제나 함께할게.
